method,equal_weight_task_macro_accuracy,span_micro_accuracy_descriptive,actual_forwards,actual_token_forward_budget,mean_wall_sec,pareto_non_dominated_accuracy_vs_token
m3_uniform_fixed_grid,0.2972972972972973,0.2972972972972973,256.0,15360.0,30.90736047871178,True
m3_birth_death_canvas,0.25675675675675674,0.25675675675675674,256.0,11532.108108108108,23.39144278432847,True
