task_id,oracle_length,oracle_bucket,true_long,short_risk,current_pass_risk,baseline_passed,baseline_failed_long,fold5,baseline_selected_len,baseline_best_len,baseline_best_long_len,baseline_best_score,baseline_best_long_score,baseline_long_ratio,baseline_raw_long_ratio,baseline_base_selected_length,baseline_final_selected_length,baseline_mean_top1_final,baseline_mean_gap_final,baseline_remaining_mask_ratio_final,baseline_best_long_minus_selected,baseline_selected_below_best_long,baseline_best_long_score_gap,baseline_long_ratio_gap_to_one,baseline_trace_steps,baseline_remaining_first,baseline_remaining_last,baseline_remaining_min,baseline_remaining_max,baseline_remaining_median,baseline_remaining_slope,baseline_remaining_late_slope,baseline_remaining_auc_norm,baseline_remaining_equal_transition_frac,baseline_late_remaining_plateau_steps,baseline_max_remaining_plateau_steps,baseline_last_remaining_decrease_step,baseline_confidence_first,baseline_confidence_last,baseline_confidence_min,baseline_confidence_max,baseline_confidence_median,baseline_confidence_slope,baseline_confidence_late_slope,baseline_gap_last,baseline_gap_min,baseline_gap_median,baseline_top1_last,baseline_top1_min,baseline_top1_median,baseline_final_remaining_ratio_by_selected,baseline_stop_reason,precision_len32_triggered,precision_len32_selected_len,precision_len32_primary_selected_len,precision_len32_rescue_len,precision_len32_final_source,precision_len32_primary_stop_reason,precision_len32_trace_top1_last,precision_len32_trace_top1_median,precision_len32_trace_confidence_max,precision_len32_trace_max_remaining_plateau_steps,precision_len32_combined_total_sec_including_probe,precision_len32_passed,precision_len32_pairwise,precision_len32_win,precision_len32_loss,missed_failed_long_precision_len32,triggered_rescue_failure_precision_len32,rescued_long_precision_len32,precision_len24_triggered,precision_len24_selected_len,precision_len24_primary_selected_len,precision_len24_rescue_len,precision_len24_final_source,precision_len24_primary_stop_reason,precision_len24_trace_top1_last,precision_len24_trace_top1_median,precision_len24_trace_confidence_max,precision_len24_trace_max_remaining_plateau_steps,precision_len24_combined_total_sec_including_probe,precision_len24_passed,precision_len24_pairwise,precision_len24_win,precision_len24_loss,missed_failed_long_precision_len24,triggered_rescue_failure_precision_len24,rescued_long_precision_len24,broad_len24_triggered,broad_len24_selected_len,broad_len24_primary_selected_len,broad_len24_rescue_len,broad_len24_final_source,broad_len24_primary_stop_reason,broad_len24_trace_top1_last,broad_len24_trace_top1_median,broad_len24_trace_confidence_max,broad_len24_trace_max_remaining_plateau_steps,broad_len24_combined_total_sec_including_probe,broad_len24_passed,broad_len24_pairwise,broad_len24_win,broad_len24_loss,missed_failed_long_broad_len24,triggered_rescue_failure_broad_len24,rescued_long_broad_len24
SingleLineInfilling/HumanEval/0/L0,11,9-12,False,False,True,True,False,2,11,11.0,16.0,1.154738274773439,0.8811312434884386,0.7630571037071735,0.74609375,11.0,11.0,1.0,1.0,0.36363636363636365,5.0,True,0.2736070312850003,0.2369428962928265,40,11.0,4.0,4.0,11.0,7.5,-0.1794871794871795,-0.3333333333333333,0.6795454545454546,0.8205128205128205,2,5,37,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36363636363636365,global_gap_early_commit,False,11,11,,primary,global_gap_early_commit,1.0,1.0,1.0,5.0,5.059807674027979,True,tie_pass,False,False,False,False,False,False,11,11,,primary,global_gap_early_commit,1.0,1.0,1.0,5.0,6.446741337887943,True,tie_pass,False,False,False,False,False,False,11,11,,primary,global_gap_early_commit,1.0,1.0,1.0,5.0,3.628710549324751,True,tie_pass,False,False,False,False,False
SingleLineInfilling/HumanEval/0/L1,13,13-16,False,False,True,True,False,4,13,13.0,13.0,1.1663706994382568,1.1663706994382568,1.0,1.0,13.0,13.0,1.0,1.0,0.3076923076923077,0.0,False,0.0,0.0,42,13.0,4.0,4.0,13.0,9.0,-0.21951219512195122,-0.3333333333333333,0.6648351648351648,0.7804878048780488,2,4,41,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3076923076923077,global_gap_early_commit,False,13,13,,primary,global_gap_early_commit,1.0,1.0,1.0,4.0,4.822907729074359,True,tie_pass,False,False,False,False,False,False,13,13,,primary,global_gap_early_commit,1.0,1.0,1.0,4.0,6.018723310902715,True,tie_pass,False,False,False,False,False,False,13,13,,primary,global_gap_early_commit,1.0,1.0,1.0,4.0,3.4854348553344607,True,tie_pass,False,False,False,False,False
SingleLineInfilling/HumanEval/0/L2,8,<=8,False,True,True,True,False,2,8,4.0,13.0,1.086734862526058,0.8337728046765663,0.7672274382902425,0.71484375,4.0,8.0,0.859375,0.7421875,0.5,5.0,True,0.25296205784949166,0.23277256170975746,28,8.0,4.0,4.0,8.0,6.0,-0.14814814814814814,-0.3333333333333333,0.7767857142857143,0.8518518518518519,2,8,27,0.9296875,0.92578125,0.92578125,0.9296875,0.9296875,-0.00014467592592592592,0.0,0.78125,0.78125,0.828125,0.8828125,0.8828125,0.90625,0.5,global_gap_early_commit,False,8,8,,primary,global_gap_early_commit,0.8828125,0.90625,0.9296875,8.0,3.827001261524856,True,tie_pass,False,False,False,False,False,False,8,8,,primary,global_gap_early_commit,0.8828125,0.90625,0.9296875,8.0,4.845537913963199,True,tie_pass,False,False,False,False,False,False,8,8,,primary,global_gap_early_commit,0.8828125,0.90625,0.9296875,8.0,2.774995448999107,True,tie_pass,False,False,False,False,False
SingleLineInfilling/HumanEval/0/L3,10,9-12,False,False,True,True,False,0,10,10.0,13.0,1.1122738208251053,0.6378589762552966,0.5734729742916371,0.5645161290322581,10.0,10.0,0.88671875,0.77734375,0.3,3.0,True,0.47441484456980865,0.4265270257083629,42,10.0,3.0,3.0,10.0,7.0,-0.17073170731707318,-0.3333333333333333,0.6666666666666666,0.8292682926829268,2,6,41,0.96875,0.97265625,0.96875,0.9765625,0.97265625,9.527439024390244e-05,0.0,0.8671875,0.8671875,0.92578125,0.93359375,0.93359375,0.95703125,0.3,global_gap_early_commit,False,10,10,,primary,global_gap_early_commit,0.93359375,0.95703125,0.9765625,6.0,4.938515578396618,True,tie_pass,False,False,False,False,False,False,10,10,,primary,global_gap_early_commit,0.93359375,0.95703125,0.9765625,6.0,6.1651107128709555,True,tie_pass,False,False,False,False,False,False,10,10,,primary,global_gap_early_commit,0.93359375,0.95703125,0.9765625,6.0,3.5314773907884955,True,tie_pass,False,False,False,False,False
SingleLineInfilling/HumanEval/0/L4,7,<=8,False,True,True,True,False,0,8,8.0,13.0,1.0532279871109378,0.48978457105317424,0.46503186114212575,0.45168067226890757,8.0,8.0,0.8828125,0.765625,0.5,5.0,True,0.5634434160577635,0.5349681388578742,28,8.0,4.0,4.0,8.0,6.0,-0.14814814814814814,-0.3333333333333333,0.7767857142857143,0.8518518518518519,2,8,27,0.9296875,0.9453125,0.92578125,0.9453125,0.93359375,0.0005787037037037037,0.0,0.82421875,0.82421875,0.828125,0.9140625,0.9140625,0.9140625,0.5,global_gap_early_commit,False,8,8,,primary,global_gap_early_commit,0.9140625,0.9140625,0.9453125,8.0,3.8553651943802834,True,tie_pass,False,False,False,False,False,False,8,8,,primary,global_gap_early_commit,0.9140625,0.9140625,0.9453125,8.0,4.731932410039008,True,tie_pass,False,False,False,False,False,False,8,8,,primary,global_gap_early_commit,0.9140625,0.9140625,0.9453125,8.0,2.7867043213918805,True,tie_pass,False,False,False,False,False
SingleLineInfilling/HumanEval/0/L5,4,<=8,False,True,True,True,False,3,4,4.0,13.0,1.086734862526058,0.43055480897232523,0.3961912181334859,0.369140625,4.0,4.0,1.0,1.0,0.5,9.0,True,0.6561800535537328,0.6038087818665141,28,4.0,2.0,2.0,4.0,3.0,-0.07407407407407407,0.0,0.7767857142857143,0.9259259259259259,3,14,23,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,global_gap_early_commit,False,4,4,,primary,global_gap_early_commit,1.0,1.0,1.0,14.0,4.415206337347627,True,tie_pass,False,False,False,False,False,False,4,4,,primary,global_gap_early_commit,1.0,1.0,1.0,14.0,5.650665275752544,True,tie_pass,False,False,False,False,False,False,4,4,,primary,global_gap_early_commit,1.0,1.0,1.0,14.0,3.1846421537920833,True,tie_pass,False,False,False,False,False
SingleLineInfilling/HumanEval/0/L7,4,<=8,False,True,True,True,False,2,3,3.0,13.0,1.0305860587110391,0.4761161644191322,0.46198583844090985,0.4230769230769231,3.0,3.0,1.0,1.0,0.3333333333333333,10.0,True,0.554469894291907,0.5380141615590901,33,3.0,1.0,1.0,3.0,2.0,-0.0625,-0.3333333333333333,0.7575757575757576,0.9375,2,21,32,0.96484375,0.99609375,0.96484375,0.99609375,0.99609375,0.0009765625,0.0,0.9921875,0.95703125,0.9921875,0.99609375,0.96484375,0.99609375,0.3333333333333333,global_gap_early_commit,False,3,3,,primary,global_gap_early_commit,0.99609375,0.99609375,0.99609375,21.0,4.14379043225199,True,tie_pass,False,False,False,False,False,False,3,3,,primary,global_gap_early_commit,0.99609375,0.99609375,0.99609375,21.0,5.277765106409788,True,tie_pass,False,False,False,False,False,False,3,3,,primary,global_gap_early_commit,0.99609375,0.99609375,0.99609375,21.0,3.0240127984434366,True,tie_pass,False,False,False,False,False
SingleLineInfilling/HumanEval/1/L0,5,<=8,False,True,True,True,False,4,9,9.0,16.0,1.1141780386862825,0.8396119702350567,0.753570741014637,0.7109375,9.0,9.0,0.99609375,0.99609375,0.3333333333333333,7.0,True,0.2745660684512258,0.24642925898536305,40,9.0,3.0,3.0,9.0,6.0,-0.15384615384615385,-0.3333333333333333,0.6777777777777778,0.8461538461538461,2,7,39,0.9765625,1.0,0.96875,1.0,0.98828125,0.0006009615384615385,0.0,0.99609375,0.9375,0.9765625,1.0,0.9609375,0.984375,0.3333333333333333,global_gap_early_commit,False,9,9,,primary,global_gap_early_commit,1.0,0.984375,1.0,7.0,5.7642655512318015,True,tie_pass,False,False,False,False,False,False,9,9,,primary,global_gap_early_commit,1.0,0.984375,1.0,7.0,7.117675559595227,True,tie_pass,False,False,False,False,False,False,9,9,,primary,global_gap_early_commit,1.0,0.984375,1.0,7.0,4.177079095505178,True,tie_pass,False,False,False,False,False
SingleLineInfilling/HumanEval/1/L1,6,<=8,False,True,True,True,False,2,6,6.0,15.0,1.1134970608520351,0.7674356704808575,0.6892121205004569,0.65234375,6.0,6.0,1.0,1.0,0.5,9.0,True,0.34606139037117767,0.3107878794995431,28,6.0,3.0,3.0,6.0,5.0,-0.1111111111111111,-0.3333333333333333,0.7738095238095238,0.8888888888888888,2,10,26,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,global_gap_early_commit,False,6,6,,primary,global_gap_early_commit,1.0,1.0,1.0,10.0,5.070032009854913,True,tie_pass,False,False,False,False,False,False,6,6,,primary,global_gap_early_commit,1.0,1.0,1.0,10.0,6.403927009552717,True,tie_pass,False,False,False,False,False,False,6,6,,primary,global_gap_early_commit,1.0,1.0,1.0,10.0,3.6214831434190273,True,tie_pass,False,False,False,False,False
SingleLineInfilling/HumanEval/1/L10,7,<=8,False,True,True,True,False,4,6,6.0,15.0,1.1047978650641286,0.845557864481903,0.7653507408188394,0.7244094488188977,6.0,6.0,1.0,1.0,0.5,9.0,True,0.2592400005822256,0.23464925918116064,28,6.0,3.0,3.0,6.0,5.0,-0.1111111111111111,-0.3333333333333333,0.7738095238095238,0.8888888888888888,2,10,26,0.9921875,1.0,0.9921875,1.0,0.99609375,0.00028935185185185184,0.0,1.0,0.98828125,0.9921875,1.0,0.9921875,0.9921875,0.5,global_gap_early_commit,False,6,6,,primary,global_gap_early_commit,1.0,0.9921875,1.0,10.0,5.002909041009843,True,tie_pass,False,False,False,False,False,False,6,6,,primary,global_gap_early_commit,1.0,0.9921875,1.0,10.0,4.869412214495242,True,tie_pass,False,False,False,False,False,False,6,6,,primary,global_gap_early_commit,1.0,0.9921875,1.0,10.0,3.6278679873794317,True,tie_pass,False,False,False,False,False
SingleLineInfilling/HumanEval/1/L12,9,9-12,False,False,True,True,False,4,9,9.0,15.0,1.136461599460008,0.6479546678910234,0.5701509564413794,0.5529411764705883,9.0,9.0,0.99609375,0.9921875,0.3333333333333333,6.0,True,0.4885069315689846,0.42984904355862064,40,9.0,3.0,3.0,9.0,6.0,-0.15384615384615385,-0.3333333333333333,0.6777777777777778,0.8461538461538461,2,7,39,0.99609375,1.0,0.99609375,1.0,1.0,0.00010016025641025641,0.0,0.9921875,0.9921875,0.99609375,0.99609375,0.99609375,0.99609375,0.3333333333333333,global_gap_early_commit,False,9,9,,primary,global_gap_early_commit,0.99609375,0.99609375,1.0,7.0,5.911191722378135,True,tie_pass,False,False,False,False,False,False,9,9,,primary,global_gap_early_commit,0.99609375,0.99609375,1.0,7.0,5.675828216597438,True,tie_pass,False,False,False,False,False,False,9,9,,primary,global_gap_early_commit,0.99609375,0.99609375,1.0,7.0,4.198596342466772,True,tie_pass,False,False,False,False,False
SingleLineInfilling/HumanEval/1/L13,10,9-12,False,False,False,False,False,0,7,7.0,13.0,1.1238436146785018,0.5968537563531705,0.5310825710603095,0.51171875,7.0,7.0,1.0,1.0,0.5714285714285714,6.0,True,0.5269898583253313,0.46891742893969046,28,7.0,4.0,4.0,7.0,5.0,-0.1111111111111111,0.0,0.7704081632653061,0.8888888888888888,3,8,22,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,global_gap_early_commit,False,7,7,,primary,global_gap_early_commit,1.0,1.0,1.0,8.0,5.01046562101692,False,tie_fail,False,False,False,False,False,False,7,7,,primary,global_gap_early_commit,1.0,1.0,1.0,8.0,4.712306781671941,False,tie_fail,False,False,False,False,False,False,7,7,,primary,global_gap_early_commit,1.0,1.0,1.0,8.0,3.491751587949693,False,tie_fail,False,False,False,False,False
SingleLineInfilling/HumanEval/1/L14,6,<=8,False,True,True,True,False,3,6,6.0,16.0,1.078700277700409,0.8488384754024749,0.7869085537013513,0.7389558232931727,6.0,6.0,0.92578125,0.859375,0.5,10.0,True,0.22986180229793418,0.21309144629864873,28,6.0,3.0,3.0,6.0,5.0,-0.1111111111111111,-0.3333333333333333,0.7738095238095238,0.8888888888888888,2,10,26,0.96875,0.96484375,0.95703125,0.984375,0.96875,-0.00014467592592592592,0.00390625,0.859375,0.859375,0.9453125,0.92578125,0.92578125,0.96875,0.5,global_gap_early_commit,False,6,6,,primary,global_gap_early_commit,0.92578125,0.96875,0.984375,10.0,5.054112931713462,True,tie_pass,False,False,False,False,False,False,6,6,,primary,global_gap_early_commit,0.92578125,0.96875,0.984375,10.0,4.71896340046078,True,tie_pass,False,False,False,False,False,False,6,6,,primary,global_gap_early_commit,0.92578125,0.96875,0.984375,10.0,3.5365627352148294,True,tie_pass,False,False,False,False,False
SingleLineInfilling/HumanEval/1/L16,4,<=8,False,True,False,False,False,1,3,3.0,13.0,0.8428274650187445,0.32804175921700973,0.38921579188181066,0.3564356435643564,3.0,3.0,0.75390625,0.5390625,0.3333333333333333,10.0,True,0.5147857058017348,0.6107842081181893,33,3.0,1.0,1.0,3.0,2.0,-0.0625,-0.3333333333333333,0.7575757575757576,0.9375,2,21,32,0.7890625,0.53125,0.53125,0.7890625,0.53125,-0.008056640625,0.0,0.08056640625,0.08056640625,0.08056640625,0.30078125,0.30078125,0.30078125,0.3333333333333333,global_gap_early_commit,True,32,3,32,rescue,global_gap_early_commit,0.30078125,0.30078125,0.7890625,21.0,10.884029489941895,False,tie_fail,False,False,False,False,False,True,24,3,24,rescue,global_gap_early_commit,0.30078125,0.30078125,0.7890625,21.0,9.6821962390095,False,tie_fail,False,False,False,False,False,True,24,3,24,rescue,global_gap_early_commit,0.30078125,0.30078125,0.7890625,21.0,7.094361809082329,False,tie_fail,False,False,False,False,False
SingleLineInfilling/HumanEval/1/L2,7,<=8,False,True,True,True,False,1,6,6.0,13.0,1.109147462958082,0.6378589762552966,0.5750894245875431,0.5490196078431373,6.0,6.0,0.9921875,0.98828125,0.5,7.0,True,0.47128848670278534,0.4249105754124569,28,6.0,3.0,3.0,6.0,5.0,-0.1111111111111111,-0.3333333333333333,0.7738095238095238,0.8888888888888888,2,10,26,0.99609375,0.99609375,0.99609375,0.99609375,0.99609375,0.0,0.0,0.98828125,0.98828125,0.9921875,0.9921875,0.9921875,0.99609375,0.5,global_gap_early_commit,False,6,6,,primary,global_gap_early_commit,0.9921875,0.99609375,0.99609375,10.0,4.823815701529384,True,tie_pass,False,False,False,False,False,False,6,6,,primary,global_gap_early_commit,0.9921875,0.99609375,0.99609375,10.0,6.008489931002259,True,tie_pass,False,False,False,False,False,False,6,6,,primary,global_gap_early_commit,0.9921875,0.99609375,0.99609375,10.0,3.468852628953755,True,tie_pass,False,False,False,False,False
SingleLineInfilling/HumanEval/1/L4,8,<=8,False,True,True,True,False,0,8,8.0,15.0,1.1328838852957985,0.8823212498941595,0.7788276109724903,0.75,8.0,8.0,1.0,1.0,0.5,7.0,True,0.25056263540163903,0.22117238902750969,28,8.0,4.0,4.0,8.0,6.0,-0.14814814814814814,-0.3333333333333333,0.7767857142857143,0.8518518518518519,2,8,27,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,global_gap_early_commit,False,8,8,,primary,global_gap_early_commit,1.0,1.0,1.0,8.0,4.684960952959955,True,tie_pass,False,False,False,False,False,False,8,8,,primary,global_gap_early_commit,1.0,1.0,1.0,8.0,5.2915462795645,True,tie_pass,False,False,False,False,False,False,8,8,,primary,global_gap_early_commit,1.0,1.0,1.0,8.0,3.37428882624954,True,tie_pass,False,False,False,False,False
SingleLineInfilling/HumanEval/1/L5,7,<=8,False,True,True,True,False,1,7,7.0,14.0,1.119453600558664,0.8740999272221553,0.7808272953751145,0.7490196078431373,7.0,7.0,0.99609375,0.9921875,0.5714285714285714,7.0,True,0.2453536733365086,0.21917270462488547,28,7.0,4.0,4.0,7.0,5.0,-0.1111111111111111,0.0,0.7704081632653061,0.8888888888888888,3,8,22,0.99609375,0.99609375,0.99609375,1.0,0.99609375,0.0,0.0,0.9921875,0.9921875,0.99609375,0.99609375,0.99609375,0.99609375,0.5714285714285714,global_gap_early_commit,False,7,7,,primary,global_gap_early_commit,0.99609375,0.99609375,1.0,8.0,4.785423181019723,True,tie_pass,False,False,False,False,False,False,7,7,,primary,global_gap_early_commit,0.99609375,0.99609375,1.0,8.0,4.592395759187639,True,tie_pass,False,False,False,False,False,False,7,7,,primary,global_gap_early_commit,0.99609375,0.99609375,1.0,8.0,3.416057603433728,True,tie_pass,False,False,False,False,False
SingleLineInfilling/HumanEval/1/L6,7,<=8,False,True,True,True,False,4,7,7.0,14.0,1.1238436146785018,0.8146062148981343,0.7248394743348423,0.6953125,7.0,7.0,1.0,1.0,0.5714285714285714,7.0,True,0.30923739978036746,0.2751605256651577,28,7.0,4.0,4.0,7.0,5.0,-0.1111111111111111,0.0,0.7704081632653061,0.8888888888888888,3,8,22,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,global_gap_early_commit,False,7,7,,primary,global_gap_early_commit,1.0,1.0,1.0,8.0,4.827236011624336,True,tie_pass,False,False,False,False,False,False,7,7,,primary,global_gap_early_commit,1.0,1.0,1.0,8.0,4.668351585045457,True,tie_pass,False,False,False,False,False,False,7,7,,primary,global_gap_early_commit,1.0,1.0,1.0,8.0,3.4994954857975245,True,tie_pass,False,False,False,False,False
SingleLineInfilling/HumanEval/1/L7,7,<=8,False,True,True,True,False,4,7,7.0,14.0,1.1238436146785018,0.8283355331267546,0.7370558699696992,0.70703125,7.0,7.0,1.0,1.0,0.5714285714285714,7.0,True,0.29550808155174724,0.2629441300303008,28,7.0,4.0,4.0,7.0,5.0,-0.1111111111111111,0.0,0.7704081632653061,0.8888888888888888,3,8,22,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,global_gap_early_commit,False,7,7,,primary,global_gap_early_commit,1.0,1.0,1.0,8.0,4.66598841175437,True,tie_pass,False,False,False,False,False,False,7,7,,primary,global_gap_early_commit,1.0,1.0,1.0,8.0,4.509268595837057,True,tie_pass,False,False,False,False,False,False,7,7,,primary,global_gap_early_commit,1.0,1.0,1.0,8.0,3.360741727054119,True,tie_pass,False,False,False,False,False
SingleLineInfilling/HumanEval/1/L8,7,<=8,False,True,True,True,False,1,7,7.0,20.0,1.110673572318988,0.5166353424409538,0.46515497920983656,0.431640625,7.0,7.0,0.9765625,0.95703125,0.5714285714285714,13.0,True,0.5940382298780342,0.5348450207901634,28,7.0,4.0,4.0,7.0,5.0,-0.1111111111111111,0.0,0.7704081632653061,0.8888888888888888,3,8,22,0.98828125,0.98828125,0.98828125,0.98828125,0.98828125,0.0,0.0,0.95703125,0.95703125,0.96875,0.9765625,0.9765625,0.984375,0.5714285714285714,global_gap_early_commit,False,7,7,,primary,global_gap_early_commit,0.9765625,0.984375,0.98828125,8.0,4.7953769359737635,True,tie_pass,False,False,False,False,False,False,7,7,,primary,global_gap_early_commit,0.9765625,0.984375,0.98828125,8.0,4.620926149189472,True,tie_pass,False,False,False,False,False,False,7,7,,primary,global_gap_early_commit,0.9765625,0.984375,0.98828125,8.0,3.4748167851939797,True,tie_pass,False,False,False,False,False
SingleLineInfilling/HumanEval/1/L9,7,<=8,False,True,True,True,False,3,7,7.0,14.0,1.1238436146785018,0.8374884119458348,0.7452001337262705,0.71484375,7.0,7.0,1.0,1.0,0.5714285714285714,7.0,True,0.286355202732667,0.2547998662737295,28,7.0,4.0,4.0,7.0,5.0,-0.1111111111111111,0.0,0.7704081632653061,0.8888888888888888,3,8,22,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,global_gap_early_commit,False,7,7,,primary,global_gap_early_commit,1.0,1.0,1.0,8.0,4.994601615704596,True,tie_pass,False,False,False,False,False,False,7,7,,primary,global_gap_early_commit,1.0,1.0,1.0,8.0,4.786602282896638,True,tie_pass,False,False,False,False,False,False,7,7,,primary,global_gap_early_commit,1.0,1.0,1.0,8.0,3.568472887389362,True,tie_pass,False,False,False,False,False
SingleLineInfilling/HumanEval/10/L0,6,<=8,False,True,True,True,False,3,6,6.0,14.0,1.1134970608520351,0.8237590937172145,0.7397945829213806,0.703125,6.0,6.0,1.0,1.0,0.5,8.0,True,0.2897379671348207,0.26020541707861944,28,6.0,3.0,3.0,6.0,5.0,-0.1111111111111111,-0.3333333333333333,0.7738095238095238,0.8888888888888888,2,10,26,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,global_gap_early_commit,False,6,6,,primary,global_gap_early_commit,1.0,1.0,1.0,10.0,3.999879442155361,True,tie_pass,False,False,False,False,False,False,6,6,,primary,global_gap_early_commit,1.0,1.0,1.0,10.0,4.282125998288393,True,tie_pass,False,False,False,False,False,False,6,6,,primary,global_gap_early_commit,1.0,1.0,1.0,10.0,4.899012612178922,True,tie_pass,False,False,False,False,False
SingleLineInfilling/HumanEval/10/L1,4,<=8,False,True,True,True,False,1,4,4.0,20.0,0.9848534691642401,0.5727405380001523,0.5815489876744686,0.5280172413793104,4.0,4.0,0.8125,0.68359375,0.5,16.0,True,0.41211293116408776,0.4184510123255314,28,4.0,2.0,2.0,4.0,3.0,-0.07407407407407407,0.0,0.7767857142857143,0.9259259259259259,3,14,23,0.90625,0.90625,0.8984375,0.90625,0.8984375,0.0,0.0,0.68359375,0.68359375,0.76953125,0.8125,0.8125,0.86328125,0.5,global_gap_early_commit,False,4,4,,primary,global_gap_early_commit,0.8125,0.86328125,0.90625,14.0,3.9420586954802275,True,tie_pass,False,False,False,False,False,False,4,4,,primary,global_gap_early_commit,0.8125,0.86328125,0.90625,14.0,4.165303319692612,True,tie_pass,False,False,False,False,False,False,4,4,,primary,global_gap_early_commit,0.8125,0.86328125,0.90625,14.0,4.7295544957742095,True,tie_pass,False,False,False,False,False
SingleLineInfilling/HumanEval/10/L3,8,<=8,False,True,True,True,False,2,8,8.0,15.0,1.1151825745880517,0.6295729751848951,0.5645469984297946,0.5393700787401575,8.0,8.0,0.9765625,0.95703125,0.5,7.0,True,0.4856095994031566,0.4354530015702054,28,8.0,4.0,4.0,8.0,6.0,-0.14814814814814814,-0.3333333333333333,0.7767857142857143,0.8518518518518519,2,8,27,0.984375,0.98828125,0.984375,0.98828125,0.98828125,0.00014467592592592592,0.0,0.96875,0.96875,0.97265625,0.98046875,0.98046875,0.984375,0.5,global_gap_early_commit,False,8,8,,primary,global_gap_early_commit,0.98046875,0.984375,0.98828125,8.0,3.7390158688649535,True,tie_pass,False,False,False,False,False,False,8,8,,primary,global_gap_early_commit,0.98046875,0.984375,0.98828125,8.0,3.9598295092582703,True,tie_pass,False,False,False,False,False,False,8,8,,primary,global_gap_early_commit,0.98046875,0.984375,0.98828125,8.0,4.5244504595175385,True,tie_pass,False,False,False,False,False
SingleLineInfilling/HumanEval/10/L5,17,17-24,True,False,False,False,True,2,16,16.0,16.0,1.0795011045879301,1.0795011045879301,1.0,1.0,16.0,16.0,0.99609375,0.9921875,0.375,0.0,False,0.0,0.0,40,16.0,6.0,6.0,16.0,11.0,-0.2564102564102564,-0.3333333333333333,0.6796875,0.7435897435897436,2,4,37,0.9140625,1.0,0.75390625,1.0,0.984375,0.002203525641025641,0.0,0.9921875,0.48828125,0.96484375,0.99609375,0.69921875,0.98046875,0.375,global_gap_early_commit,False,16,16,,primary,global_gap_early_commit,0.99609375,0.98046875,1.0,4.0,7.281503219157457,False,tie_fail,False,False,True,False,False,False,16,16,,primary,global_gap_early_commit,0.99609375,0.98046875,1.0,4.0,7.558227273635566,False,tie_fail,False,False,True,False,False,False,16,16,,primary,global_gap_early_commit,0.99609375,0.98046875,1.0,4.0,8.378971132449806,False,tie_fail,False,False,True,False,False
SingleLineInfilling/HumanEval/10/L6,8,<=8,False,True,True,True,False,0,8,8.0,15.0,1.1328838852957985,0.7076951691859404,0.6246846463008516,0.6015625,8.0,8.0,1.0,1.0,0.5,7.0,True,0.4251887161098581,0.37531535369914837,28,8.0,4.0,4.0,8.0,6.0,-0.14814814814814814,-0.3333333333333333,0.7767857142857143,0.8518518518518519,2,8,27,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.99609375,1.0,1.0,1.0,1.0,0.5,global_gap_early_commit,False,8,8,,primary,global_gap_early_commit,1.0,1.0,1.0,8.0,3.535892954096198,True,tie_pass,False,False,False,False,False,False,8,8,,primary,global_gap_early_commit,1.0,1.0,1.0,8.0,3.744946544058621,True,tie_pass,False,False,False,False,False,False,8,8,,primary,global_gap_early_commit,1.0,1.0,1.0,8.0,3.5770054683089256,True,tie_pass,False,False,False,False,False
SingleLineInfilling/HumanEval/10/L8,15,13-16,False,False,False,False,False,0,3,3.0,13.0,0.48191372381022274,0.24489228552658712,0.5081662410241413,0.4653679653679654,3.0,3.0,,,0.0,10.0,True,0.23702143828363562,0.4918337589758587,54,3.0,0.0,0.0,3.0,2.0,-0.05660377358490566,-0.3333333333333333,0.5864197530864198,0.9433962264150944,2,21,53,0.451171875,0.80859375,0.451171875,0.80859375,0.453125,0.006743808962264151,0.0,0.2265625,0.080078125,0.2265625,0.4296875,0.181640625,0.4296875,0.0,no_remaining_masks,True,32,3,32,rescue,no_remaining_masks,0.4296875,0.4296875,0.80859375,21.0,9.03239747416228,False,tie_fail,False,False,False,False,False,True,24,3,24,rescue,no_remaining_masks,0.4296875,0.4296875,0.80859375,21.0,8.614532300271094,False,tie_fail,False,False,False,False,False,True,24,3,24,rescue,no_remaining_masks,0.4296875,0.4296875,0.80859375,21.0,8.046691292896867,False,tie_fail,False,False,False,False,False
