method,row_count,cluster_count,row_pass_at_1,equal_weight_task_macro_pass_at_1,task_macro_ci_low,task_macro_ci_high,bootstrap_replicates,bootstrap_seed,total_search_forward_calls,mean_search_forward_calls,total_decode_forward_calls,mean_decode_forward_calls,total_forward_calls,mean_total_forward_calls,total_token_forwards,mean_token_forwards,total_wall_sec,mean_wall_sec,peak_gpu_memory_bytes
dreamon_dynamic_min64_max64,927,148,0.9169363538295577,0.8512993106743105,0.8012711026773527,0.896563496329121,10000,20260731,0.0,0.0,9168.0,9.889967637540453,9168.0,9.889967637540453,2595211.0,2799.5803667745417,1249.2048816781025,1.347578081637651,24258207744.0
dreamcoder_fixed64_dreamon_decoder,927,148,0.5911542610571737,0.6391899446175761,0.5872725527001841,0.6890371810848782,10000,20260732,0.0,0.0,58078.0,62.65156418554477,58078.0,62.65156418554477,16684916.0,17998.830636461706,5376.94398206519,5.8003710701889855,24258207744.0
