candidate_key,row_key,canvas_tokens,seed,deployable_proxy_prefix_only,deployable_proxy_suffix_only,deployable_proxy_token_canvas,deployable_proxy_ordinary_confidence,deployable_proxy_combined
HumanEval-RandomSpanInfillingLight:128:add2f2ae6f1451b4|deployable_grid|canvas=32|seed=1,HumanEval-RandomSpanInfillingLight:128:add2f2ae6f1451b4,32.0,1,0.3958333333333333,0.3703703703703704,1.0,0.99609375,0.5961371527777778
HumanEval-RandomSpanInfillingLight:128:add2f2ae6f1451b4|deployable_grid|canvas=64|seed=0,HumanEval-RandomSpanInfillingLight:128:add2f2ae6f1451b4,64.0,0,0.35416666666666663,0.3703703703703704,1.0,0.95703125,0.5797309027777777
HumanEval-RandomSpanInfillingLight:128:add2f2ae6f1451b4|deployable_grid|canvas=64|seed=1,HumanEval-RandomSpanInfillingLight:128:add2f2ae6f1451b4,64.0,1,0.35416666666666663,0.3703703703703704,1.0,0.95703125,0.5797309027777777
HumanEval-RandomSpanInfillingLight:128:add2f2ae6f1451b4|deployable_grid|canvas=128|seed=0,HumanEval-RandomSpanInfillingLight:128:add2f2ae6f1451b4,128.0,0,0.5791666666666666,0.3703703703703704,1.0,0.984375,0.6499652777777778
HumanEval-RandomSpanInfillingLight:128:add2f2ae6f1451b4|deployable_grid|canvas=128|seed=1,HumanEval-RandomSpanInfillingLight:128:add2f2ae6f1451b4,128.0,1,0.5791666666666666,0.3703703703703704,1.0,0.984375,0.6499652777777778
HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1|deployable_grid|canvas=16|seed=0,HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1,16.0,0,0.7166666666666666,0.7777777777777778,1.0,1.0,0.7816666666666666
HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1|deployable_grid|canvas=16|seed=1,HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1,16.0,1,0.7166666666666666,0.7777777777777778,1.0,1.0,0.7816666666666666
HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1|deployable_grid|canvas=32|seed=0,HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1,32.0,0,0.7166666666666667,0.7777777777777778,1.0,1.0,0.7816666666666667
HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1|deployable_grid|canvas=32|seed=1,HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1,32.0,1,0.7166666666666667,0.7777777777777778,1.0,1.0,0.7816666666666667
HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1|deployable_grid|canvas=64|seed=0,HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1,64.0,0,0.6645833333333333,0.7777777777777778,1.0,0.9765625,0.7636979166666668
HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1|deployable_grid|canvas=64|seed=1,HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1,64.0,1,0.6645833333333333,0.7777777777777778,1.0,0.9765625,0.7636979166666668
HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1|deployable_grid|canvas=128|seed=0,HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1,128.0,0,0.675,0.7777777777777778,1.0,0.9765625,0.80015625
HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1|deployable_grid|canvas=128|seed=1,HumanEval-RandomSpanInfillingLight:0:e6406c38161ca2e1,128.0,1,0.675,0.7777777777777778,1.0,0.9765625,0.80015625
HumanEval-RandomSpanInfillingLight:1:dac9278b36595a63|deployable_grid|canvas=16|seed=0,HumanEval-RandomSpanInfillingLight:1:dac9278b36595a63,16.0,0,0.25,0.6666666666666666,1.0,0.99609375,0.37460937499999997
HumanEval-RandomSpanInfillingLight:1:dac9278b36595a63|deployable_grid|canvas=16|seed=1,HumanEval-RandomSpanInfillingLight:1:dac9278b36595a63,16.0,1,0.25,0.6666666666666666,1.0,0.99609375,0.37460937499999997
HumanEval-RandomSpanInfillingLight:1:dac9278b36595a63|deployable_grid|canvas=32|seed=0,HumanEval-RandomSpanInfillingLight:1:dac9278b36595a63,32.0,0,0.7083333333333334,0.5111111111111111,1.0,0.99609375,0.7321093750000001
