policy,policy_label,task_macro_accuracy,task_macro_ci_low,task_macro_ci_high,span_micro_accuracy_descriptive,mean_total_sec_including_probe,mean_decode_sec,mean_length_probe_sec,mean_selected_canvas_tokens
control_fixed64,control_fixed64,0.31100624821305106,0.2897101088953031,0.33243562074426886,0.3010287759057701,1.9999918076876764,1.879572048450485,0.0,64.0
best_deployable_cal_lite_alpha006,cal_lite,0.23095795980359918,0.21609142871615128,0.24497472943798393,0.21827940957208886,3.197566312102087,2.504773236035221,0.5490722198082981,8.954525123005816
oracle_sufficient_canvas,oracle_ceiling,0.4201648467328984,0.3964429092321736,0.4434788157765755,0.47413150439838975,3.1221999362808264,2.9636839113556093,0.0,36.947666616967346
