method,row_count,cluster_count,row_pass_at_1,equal_weight_task_macro_pass_at_1,task_macro_ci_low,task_macro_ci_high,bootstrap_replicates,bootstrap_seed,total_search_forward_calls,mean_search_forward_calls,total_decode_forward_calls,mean_decode_forward_calls,total_forward_calls,mean_total_forward_calls,total_token_forwards,mean_token_forwards,total_wall_sec,mean_wall_sec,peak_gpu_memory_bytes
daedal_dynamic,4990,143,0.11923847695390781,0.11095538685027777,0.09533993157203462,0.12717493247270156,10000,20260731,0.0,0.0,41746.0,8.365931863727456,41746.0,8.365931863727456,10224265.0,2048.9509018036074,13815.497473438969,2.7686367682242423,17829322240.0
daedal_fixed8_control,4990,143,0.11102204408817636,0.1064024736599765,0.08876227296902933,0.12699453435716446,10000,20260732,0.0,0.0,25990.0,5.208416833667335,25990.0,5.208416833667335,6330150.0,1268.567134268537,8910.883571334067,1.7857482106881897,17733972992.0
