method,row_count,cluster_count,row_pass_at_1,equal_weight_task_macro_pass_at_1,task_macro_ci_low,task_macro_ci_high,bootstrap_replicates,bootstrap_seed,total_search_forward_calls,mean_search_forward_calls,total_decode_forward_calls,mean_decode_forward_calls,total_forward_calls,mean_total_forward_calls,total_token_forwards,mean_token_forwards,total_wall_sec,mean_wall_sec,peak_gpu_memory_bytes
official_cal_primary,838,143,0.5238663484486874,0.41271112490748124,0.3637981875095421,0.4604990070862355,10000,20260731,13226.0,15.782816229116944,25504.0,30.43436754176611,38730.0,46.217183770883054,10548607.0,12587.836515513127,3105.5626420163317,3.7059220071793932,16560579584.0
official_fixed32,838,143,0.48329355608591884,0.39373136014192334,0.3464952470876974,0.44073200275882474,10000,20260732,0.0,0.0,26816.0,32.0,26816.0,32.0,7338528.0,8757.193317422434,3652.1477182869567,4.358171501535748,16552904704.0
project_fixed64_internal,838,143,0.4785202863961814,0.3956197434022241,0.3478508208911688,0.44305289348834626,10000,20260733,0.0,0.0,53632.0,64.0,53632.0,64.0,16393280.0,19562.38663484487,5912.040875282371,7.054941378618581,16578281984.0
