aligned_transitions,baseline_raw_tv,baseline_reference_nll,baseline_reference_rank,baseline_top1_agreement,cluster_tv_improvement,cluster_tv_improvement_ci95_high,cluster_tv_improvement_ci95_low,corrupted_count,evidence_type,head_raw_tv,head_reference_nll,head_reference_rank,head_top1_agreement,lambda,method,mismatch_recovery,mismatch_transitions,phase,problem_groups,recovered_count,relative_raw_tv_improvement,scope,stable_corruption,stable_transitions,top_p_support_enter_count_mean,top_p_support_exit_count_mean,transitions
4032,0.06534996536571948,0.17301564043943457,,0.9638040082298255,0.0,0.0,0.0,0,post_hoc_conservative_sensitivity,0.06534996536571948,0.17301564043943457,,0.9638040082298255,0.0,no_head,0.0,475,validation,2734,0,0.0,overall,0.0,12648,0.0,0.0,13123
4032,0.06534996536571948,0.17301564043943457,,0.9638040082298255,0.017288606880029086,0.019133040467436642,0.015533943444459932,65,post_hoc_conservative_sensitivity,0.046936112833627315,0.15971135025741823,,0.9700525794406767,1.0,tv_head,0.3094736842105263,475,validation,2734,147,0.28177295013153114,overall,0.005139152435167616,12648,,,13123
4032,0.06534996536571948,0.17301564043943457,,0.9638040082298255,0.01732901314612539,0.01914866354512186,0.015568224680681392,70,post_hoc_conservative_sensitivity,0.046873751400461024,0.15860869001574787,,0.9698239731768651,1.0,kl_head,0.3136842105263158,475,validation,2734,149,0.28272721893362307,overall,0.005534471853257432,12648,,,13123
4299,0.06683948790512709,0.15545760473766523,1.3610141893463596,0.9648913124673191,0.0,0.0,0.0,0,post_hoc_conservative_sensitivity,0.06683948790512709,0.15545760473766523,1.3610141893463596,0.9648913124673191,0.0,no_head,0.0,470,external_test,2746,0,0.0,overall,0.0,12917,0.0,0.0,13387
4299,0.06683948790512709,0.15545760473766523,1.3610141893463596,0.9648913124673191,0.01776089443641122,0.01977006640936667,0.015852794593258515,68,post_hoc_conservative_sensitivity,0.048998744674276846,0.14185884644843935,1.3147243545010467,0.972137147979383,1.0,tv_head,0.35106382978723405,470,external_test,2746,165,0.26691920883914677,overall,0.005264380274057443,12917,0.019347127810562487,0.027937551355792935,13387
4299,0.06683948790512709,0.15545760473766523,1.3610141893463596,0.9648913124673191,0.018499594760405216,0.020458216975455065,0.016622160319299736,55,post_hoc_conservative_sensitivity,0.048264676533719165,0.1412809138143136,1.3228657827401722,0.9727347426607903,1.0,kl_head,0.3404255319148936,470,external_test,2746,160,0.27790176067436767,overall,0.004257954633428815,12917,0.019421827145738403,0.028385747366848436,13387
