rule,family,clauses,override_count,captured_short_only_wins,anchor_losses,current_pass_losses,short_risk_count,anchor_triggered_pass,rule_triggered_pass,triggered_pass_delta_vs_anchor,captured_task_ids,anchor_loss_task_ids,override_task_ids,utility,decision
delta_short_minus_anchor_trace_trace_steps_le_neg23,single,delta_short_minus_anchor_trace_trace_steps <= -23,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,89,policy_candidate
delta_slow_minus_anchor_trace_confidence_median_le_neg0p0195312,single,delta_slow_minus_anchor_trace_confidence_median <= -0.0195312,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/128/L2,,SingleLineInfilling/HumanEval/100/L0;SingleLineInfilling/HumanEval/128/L2;SingleLineInfilling/HumanEval/152/L0,89,policy_candidate
delta_slow_minus_anchor_trace_gap_median_ge_0p0273438,single,delta_slow_minus_anchor_trace_gap_median >= 0.0273438,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/7/L0,,SingleLineInfilling/HumanEval/7/L0;SingleLineInfilling/HumanEval/26/L2;SingleLineInfilling/HumanEval/54/L0,89,policy_candidate
delta_slow_minus_anchor_trace_top1_median_ge_0p0292969,single,delta_slow_minus_anchor_trace_top1_median >= 0.0292969,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/7/L0,,SingleLineInfilling/HumanEval/7/L0;SingleLineInfilling/HumanEval/108/L6;SingleLineInfilling/HumanEval/151/L0,89,policy_candidate
short_text_nonempty_lines_le_1,single,short_text_nonempty_lines <= 1,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/67/L4;SingleLineInfilling/HumanEval/125/L5,89,policy_candidate
delta_short_minus_anchor_trace_final_remaining_ratio_by_selected_ge_0p375_AND_delta_short_minus_anchor_trace_last_remaining_decrease_step_le_neg24,pair,delta_short_minus_anchor_trace_final_remaining_ratio_by_selected >= 0.375 AND delta_short_minus_anchor_trace_last_remaining_decrease_step <= -24,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,84,policy_candidate
delta_short_minus_anchor_trace_final_remaining_ratio_by_selected_ge_0p375_AND_delta_short_minus_anchor_trace_remaining_auc_norm_ge_0p179167,pair,delta_short_minus_anchor_trace_final_remaining_ratio_by_selected >= 0.375 AND delta_short_minus_anchor_trace_remaining_auc_norm >= 0.179167,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,84,policy_candidate
delta_short_minus_anchor_trace_final_remaining_ratio_by_selected_ge_0p375_AND_delta_short_minus_anchor_trace_remaining_last_ge_9,pair,delta_short_minus_anchor_trace_final_remaining_ratio_by_selected >= 0.375 AND delta_short_minus_anchor_trace_remaining_last >= 9,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,84,policy_candidate
delta_short_minus_anchor_trace_final_remaining_ratio_by_selected_ge_0p375_AND_delta_short_minus_anchor_trace_remaining_median_ge_0,pair,delta_short_minus_anchor_trace_final_remaining_ratio_by_selected >= 0.375 AND delta_short_minus_anchor_trace_remaining_median >= 0,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,84,policy_candidate
delta_short_minus_anchor_trace_final_remaining_ratio_by_selected_ge_0p375_AND_delta_short_minus_anchor_trace_remaining_min_ge_9,pair,delta_short_minus_anchor_trace_final_remaining_ratio_by_selected >= 0.375 AND delta_short_minus_anchor_trace_remaining_min >= 9,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,84,policy_candidate
delta_short_minus_anchor_trace_final_remaining_ratio_by_selected_ge_0p375_AND_delta_short_minus_anchor_trace_trace_steps_le_neg23,pair,delta_short_minus_anchor_trace_final_remaining_ratio_by_selected >= 0.375 AND delta_short_minus_anchor_trace_trace_steps <= -23,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,84,policy_candidate
delta_short_minus_anchor_trace_final_remaining_ratio_by_selected_ge_0p375_AND_delta_short_minus_anchor_trace_remaining_last_ge_6,pair,delta_short_minus_anchor_trace_final_remaining_ratio_by_selected >= 0.375 AND delta_short_minus_anchor_trace_remaining_last >= 6,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,84,policy_candidate
delta_short_minus_anchor_trace_final_remaining_ratio_by_selected_ge_0p375_AND_delta_short_minus_anchor_trace_remaining_min_ge_6,pair,delta_short_minus_anchor_trace_final_remaining_ratio_by_selected >= 0.375 AND delta_short_minus_anchor_trace_remaining_min >= 6,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,84,policy_candidate
delta_short_minus_anchor_trace_last_remaining_decrease_step_le_neg24_AND_delta_short_minus_anchor_trace_remaining_auc_norm_ge_0p179167,pair,delta_short_minus_anchor_trace_last_remaining_decrease_step <= -24 AND delta_short_minus_anchor_trace_remaining_auc_norm >= 0.179167,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,84,policy_candidate
delta_short_minus_anchor_trace_last_remaining_decrease_step_le_neg24_AND_delta_short_minus_anchor_trace_remaining_last_ge_9,pair,delta_short_minus_anchor_trace_last_remaining_decrease_step <= -24 AND delta_short_minus_anchor_trace_remaining_last >= 9,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,84,policy_candidate
delta_short_minus_anchor_trace_last_remaining_decrease_step_le_neg24_AND_delta_short_minus_anchor_trace_remaining_median_ge_0,pair,delta_short_minus_anchor_trace_last_remaining_decrease_step <= -24 AND delta_short_minus_anchor_trace_remaining_median >= 0,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,84,policy_candidate
delta_short_minus_anchor_trace_last_remaining_decrease_step_le_neg24_AND_delta_short_minus_anchor_trace_remaining_min_ge_9,pair,delta_short_minus_anchor_trace_last_remaining_decrease_step <= -24 AND delta_short_minus_anchor_trace_remaining_min >= 9,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,84,policy_candidate
delta_short_minus_anchor_trace_last_remaining_decrease_step_le_neg24_AND_delta_short_minus_anchor_trace_trace_steps_le_neg23,pair,delta_short_minus_anchor_trace_last_remaining_decrease_step <= -24 AND delta_short_minus_anchor_trace_trace_steps <= -23,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,84,policy_candidate
delta_short_minus_anchor_trace_last_remaining_decrease_step_le_neg24_AND_delta_short_minus_anchor_trace_remaining_last_ge_6,pair,delta_short_minus_anchor_trace_last_remaining_decrease_step <= -24 AND delta_short_minus_anchor_trace_remaining_last >= 6,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,84,policy_candidate
delta_short_minus_anchor_trace_last_remaining_decrease_step_le_neg24_AND_delta_short_minus_anchor_trace_remaining_min_ge_6,pair,delta_short_minus_anchor_trace_last_remaining_decrease_step <= -24 AND delta_short_minus_anchor_trace_remaining_min >= 6,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,84,policy_candidate
delta_short_minus_anchor_trace_remaining_auc_norm_ge_0p179167_AND_delta_short_minus_anchor_trace_remaining_last_ge_9,pair,delta_short_minus_anchor_trace_remaining_auc_norm >= 0.179167 AND delta_short_minus_anchor_trace_remaining_last >= 9,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,84,policy_candidate
delta_short_minus_anchor_trace_remaining_auc_norm_ge_0p179167_AND_delta_short_minus_anchor_trace_remaining_median_ge_0,pair,delta_short_minus_anchor_trace_remaining_auc_norm >= 0.179167 AND delta_short_minus_anchor_trace_remaining_median >= 0,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,84,policy_candidate
delta_short_minus_anchor_trace_remaining_auc_norm_ge_0p179167_AND_delta_short_minus_anchor_trace_remaining_min_ge_9,pair,delta_short_minus_anchor_trace_remaining_auc_norm >= 0.179167 AND delta_short_minus_anchor_trace_remaining_min >= 9,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,84,policy_candidate
delta_short_minus_anchor_trace_remaining_auc_norm_ge_0p179167_AND_delta_short_minus_anchor_trace_trace_steps_le_neg23,pair,delta_short_minus_anchor_trace_remaining_auc_norm >= 0.179167 AND delta_short_minus_anchor_trace_trace_steps <= -23,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,84,policy_candidate
delta_short_minus_anchor_trace_remaining_auc_norm_ge_0p179167_AND_delta_short_minus_anchor_trace_remaining_last_ge_6,pair,delta_short_minus_anchor_trace_remaining_auc_norm >= 0.179167 AND delta_short_minus_anchor_trace_remaining_last >= 6,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,84,policy_candidate
delta_short_minus_anchor_trace_remaining_auc_norm_ge_0p179167_AND_delta_short_minus_anchor_trace_remaining_min_ge_6,pair,delta_short_minus_anchor_trace_remaining_auc_norm >= 0.179167 AND delta_short_minus_anchor_trace_remaining_min >= 6,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,84,policy_candidate
delta_short_minus_anchor_trace_remaining_last_ge_9_AND_delta_short_minus_anchor_trace_remaining_median_ge_0,pair,delta_short_minus_anchor_trace_remaining_last >= 9 AND delta_short_minus_anchor_trace_remaining_median >= 0,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,84,policy_candidate
delta_short_minus_anchor_trace_remaining_last_ge_9_AND_delta_short_minus_anchor_trace_remaining_min_ge_9,pair,delta_short_minus_anchor_trace_remaining_last >= 9 AND delta_short_minus_anchor_trace_remaining_min >= 9,3,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,84,policy_candidate
anchor_trace_gap_min_le_0p010498,single,anchor_trace_gap_min <= 0.010498,4,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/128/L2,,SingleLineInfilling/HumanEval/15/L0;SingleLineInfilling/HumanEval/85/L0;SingleLineInfilling/HumanEval/128/L2;SingleLineInfilling/HumanEval/163/L3,87,policy_candidate
delta_short_minus_anchor_trace_gap_min_ge_0p0258789,single,delta_short_minus_anchor_trace_gap_min >= 0.0258789,4,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/128/L2,,SingleLineInfilling/HumanEval/45/L0;SingleLineInfilling/HumanEval/128/L2;SingleLineInfilling/HumanEval/158/L0;SingleLineInfilling/HumanEval/163/L3,87,policy_candidate
delta_short_minus_anchor_trace_remaining_last_ge_6,single,delta_short_minus_anchor_trace_remaining_last >= 6,4,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/68/L3;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,87,policy_candidate
delta_short_minus_anchor_trace_remaining_min_ge_6,single,delta_short_minus_anchor_trace_remaining_min >= 6,4,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/68/L3;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,87,policy_candidate
short_text_chars_le_56,single,short_text_chars <= 56,4,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/42/L0;SingleLineInfilling/HumanEval/67/L4;SingleLineInfilling/HumanEval/83/L1,87,policy_candidate
slow_trace_gap_min_le_0p010498,single,slow_trace_gap_min <= 0.010498,4,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/128/L2,,SingleLineInfilling/HumanEval/15/L0;SingleLineInfilling/HumanEval/85/L0;SingleLineInfilling/HumanEval/128/L2;SingleLineInfilling/HumanEval/163/L3,87,policy_candidate
anchor_text_nonempty_lines_le_2,single,anchor_text_nonempty_lines <= 2,5,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/4/L1;SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/26/L2;SingleLineInfilling/HumanEval/67/L4;SingleLineInfilling/HumanEval/125/L5,85,policy_candidate
anchor_trace_gap_last_le_0p0123901,single,anchor_trace_gap_last <= 0.0123901,5,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/128/L2,,SingleLineInfilling/HumanEval/15/L0;SingleLineInfilling/HumanEval/30/L0;SingleLineInfilling/HumanEval/85/L0;SingleLineInfilling/HumanEval/128/L2;SingleLineInfilling/HumanEval/163/L3,85,policy_candidate
delta_short_minus_anchor_total_sec_including_probe_le_neg0p849123,single,delta_short_minus_anchor_total_sec_including_probe <= -0.849123,5,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/7/L0,,SingleLineInfilling/HumanEval/7/L0;SingleLineInfilling/HumanEval/10/L8;SingleLineInfilling/HumanEval/68/L3;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,85,policy_candidate
delta_short_minus_anchor_trace_confidence_slope_ge_0p00475478,single,delta_short_minus_anchor_trace_confidence_slope >= 0.00475478,5,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/10/L8;SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/68/L3;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,85,policy_candidate
delta_short_minus_anchor_trace_final_remaining_ratio_by_selected_ge_0p21875,single,delta_short_minus_anchor_trace_final_remaining_ratio_by_selected >= 0.21875,5,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/10/L8;SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/68/L3;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,85,policy_candidate
delta_short_minus_anchor_trace_last_remaining_decrease_step_le_neg15,single,delta_short_minus_anchor_trace_last_remaining_decrease_step <= -15,5,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/10/L8;SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/68/L3;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,85,policy_candidate
delta_short_minus_anchor_trace_remaining_auc_norm_ge_0p108565,single,delta_short_minus_anchor_trace_remaining_auc_norm >= 0.108565,5,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/10/L8;SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/68/L3;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,85,policy_candidate
delta_short_minus_anchor_trace_remaining_last_ge_5,single,delta_short_minus_anchor_trace_remaining_last >= 5,5,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/68/L3;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/162/L1;SingleLineInfilling/HumanEval/163/L3,85,policy_candidate
delta_short_minus_anchor_trace_remaining_min_ge_5,single,delta_short_minus_anchor_trace_remaining_min >= 5,5,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/68/L3;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/162/L1;SingleLineInfilling/HumanEval/163/L3,85,policy_candidate
delta_short_minus_anchor_trace_trace_steps_le_neg14,single,delta_short_minus_anchor_trace_trace_steps <= -14,5,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/10/L8;SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/68/L3;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/163/L3,85,policy_candidate
delta_slow_minus_anchor_trace_confidence_median_le_neg0p0078125,single,delta_slow_minus_anchor_trace_confidence_median <= -0.0078125,5,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/128/L2,,SingleLineInfilling/HumanEval/4/L1;SingleLineInfilling/HumanEval/68/L3;SingleLineInfilling/HumanEval/100/L0;SingleLineInfilling/HumanEval/128/L2;SingleLineInfilling/HumanEval/152/L0,85,policy_candidate
delta_slow_minus_anchor_trace_gap_median_ge_0p0234375,single,delta_slow_minus_anchor_trace_gap_median >= 0.0234375,5,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/7/L0,,SingleLineInfilling/HumanEval/7/L0;SingleLineInfilling/HumanEval/26/L2;SingleLineInfilling/HumanEval/54/L0;SingleLineInfilling/HumanEval/115/L0;SingleLineInfilling/HumanEval/151/L0,85,policy_candidate
delta_slow_minus_anchor_trace_top1_median_ge_0p0214844,single,delta_slow_minus_anchor_trace_top1_median >= 0.0214844,5,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/7/L0,,SingleLineInfilling/HumanEval/7/L0;SingleLineInfilling/HumanEval/26/L2;SingleLineInfilling/HumanEval/108/L6;SingleLineInfilling/HumanEval/122/L0;SingleLineInfilling/HumanEval/151/L0,85,policy_candidate
slow_text_nonempty_lines_le_2,single,slow_text_nonempty_lines <= 2,5,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/11/L6,,SingleLineInfilling/HumanEval/4/L1;SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/26/L2;SingleLineInfilling/HumanEval/67/L4;SingleLineInfilling/HumanEval/125/L5,85,policy_candidate
slow_trace_gap_last_le_0p0123901,single,slow_trace_gap_last <= 0.0123901,5,1,0,0,0,6,7,1,SingleLineInfilling/HumanEval/128/L2,,SingleLineInfilling/HumanEval/15/L0;SingleLineInfilling/HumanEval/30/L0;SingleLineInfilling/HumanEval/85/L0;SingleLineInfilling/HumanEval/128/L2;SingleLineInfilling/HumanEval/163/L3,85,policy_candidate
delta_short_minus_anchor_syntax_compile_ok_ge_1,single,delta_short_minus_anchor_syntax_compile_ok >= 1,14,3,0,0,1,6,9,3,SingleLineInfilling/HumanEval/7/L0;SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/128/L2,,SingleLineInfilling/HumanEval/1/L16;SingleLineInfilling/HumanEval/4/L1;SingleLineInfilling/HumanEval/6/L12;SingleLineInfilling/HumanEval/7/L0;SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/19/L12;SingleLineInfilling/HumanEval/21/L2;SingleLineInfilling/HumanEval/77/L1;SingleLineInfilling/HumanEval/79/L0;SingleLineInfilling/HumanEval/125/L5;SingleLineInfilling/HumanEval/128/L2;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/151/L0;SingleLineInfilling/HumanEval/162/L1,167,diagnostic_only
delta_short_minus_anchor_syntax_parse_ok_ge_1,single,delta_short_minus_anchor_syntax_parse_ok >= 1,14,3,0,0,1,6,9,3,SingleLineInfilling/HumanEval/7/L0;SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/128/L2,,SingleLineInfilling/HumanEval/1/L16;SingleLineInfilling/HumanEval/4/L1;SingleLineInfilling/HumanEval/6/L12;SingleLineInfilling/HumanEval/7/L0;SingleLineInfilling/HumanEval/11/L6;SingleLineInfilling/HumanEval/19/L12;SingleLineInfilling/HumanEval/21/L2;SingleLineInfilling/HumanEval/77/L1;SingleLineInfilling/HumanEval/79/L0;SingleLineInfilling/HumanEval/125/L5;SingleLineInfilling/HumanEval/128/L2;SingleLineInfilling/HumanEval/134/L2;SingleLineInfilling/HumanEval/151/L0;SingleLineInfilling/HumanEval/162/L1,167,diagnostic_only
