method_a,method_b,paired_candidate_key_count,cluster_count,task_macro_delta,task_macro_delta_ci_low,task_macro_delta_ci_high,row_help,row_harm,cluster_help,cluster_harm,cluster_tie,bootstrap_replicates,bootstrap_seed
dreamon_dynamic_min16_max64,dreamcoder_fixed16_dreamon_decoder,927,148,0.13943052462789302,0.09618444356931198,0.18405262962006375,194,31,81,9,58,10000,20260831
