method,row_count,cluster_count,row_pass_at_1,equal_weight_task_macro_pass_at_1,task_macro_ci_low,task_macro_ci_high,bootstrap_replicates,bootstrap_seed,total_search_forward_calls,mean_search_forward_calls,total_decode_forward_calls,mean_decode_forward_calls,total_forward_calls,mean_total_forward_calls,total_token_forwards,mean_token_forwards,total_wall_sec,mean_wall_sec,peak_gpu_memory_bytes
lrdllm_primary,1480,148,0.1837837837837838,0.18378378378378382,0.16013513513513522,0.20743243243243253,10000,20260731,76442.0,51.65,20618.0,13.93108108108108,97060.0,65.58108108108108,20649706.0,13952.504054054054,6976.711605103803,4.7139943277728396,15778112512.0
fixed64_common_protocol,1480,148,0.33513513513513515,0.33513513513513515,0.30540540540540545,0.36486486486486497,10000,20260732,0.0,0.0,94720.0,64.0,94720.0,64.0,22285184.0,15057.556756756756,4686.680748148356,3.1666761811813213,15817324032.0
