method,row_count,cluster_count,row_pass_at_1,equal_weight_task_macro_pass_at_1,task_macro_ci_low,task_macro_ci_high,bootstrap_replicates,bootstrap_seed,total_search_forward_calls,mean_search_forward_calls,total_decode_forward_calls,mean_decode_forward_calls,total_forward_calls,mean_total_forward_calls,total_token_forwards,mean_token_forwards,total_wall_sec,mean_wall_sec,peak_gpu_memory_bytes
dreamon_dynamic_min8_max64,927,148,0.9039913700107874,0.8133130289380289,0.7589537721568971,0.8629250912844663,10000,20260731,0.0,0.0,13199.0,14.238403451995685,13199.0,14.238403451995685,3793167.0,4091.873786407767,1576.9010506338673,1.701079882021432,24047672320.0
dreamcoder_fixed8_dreamon_decoder,927,148,0.6073354908306364,0.48087876344455277,0.4265819555868899,0.53591075531865,10000,20260732,0.0,0.0,7416.0,8.0,7416.0,8.0,1707152.0,1841.5879180151026,988.0536930504022,1.0658615890511351,23195216896.0
