method,row_count,ok_row_count,error_row_count,task_group_count,equal_weight_task_macro_accuracy,task_macro_ci_low,task_macro_ci_high,bootstrap_replicates,bootstrap_seed,span_micro_accuracy_descriptive,mean_standalone_forward_count,mean_incremental_forward_count,mean_token_forward_budget,mean_wall_sec,mean_peak_memory_bytes
m2_vanilla_fixed64,148,148,0,148,0.25675675675675674,0.1891891891891892,0.3310810810810811,10000,20260715,0.25675675675675674,64.0,64.0,4096.0,28.572765415940257,nan
m2_gradual_constraints,148,148,0,148,0.2702702702702703,0.20270270270270271,0.34459459459459457,10000,20260716,0.2702702702702703,64.0,64.0,4096.0,25.749723000802742,nan
m2_abrupt_constraints,148,148,0,148,0.23648648648648649,0.16891891891891891,0.30405405405405406,10000,20260717,0.23648648648648649,64.0,64.0,4096.0,28.382119418642596,nan
