method,row_count,ok_row_count,error_row_count,task_group_count,equal_weight_task_macro_accuracy,task_macro_ci_low,task_macro_ci_high,bootstrap_replicates,bootstrap_seed,span_micro_accuracy_descriptive,mean_standalone_forward_count,mean_incremental_forward_count,mean_token_forward_budget,mean_wall_sec,mean_peak_memory_bytes
m4_best_single_particle,148,148,0,148,0.2972972972972973,0.22297297297297297,0.3716216216216216,10000,20260715,0.2972972972972973,512.0,0.0,30720.0,37.20135411883018,nan
m4_assembly_without_repair,148,148,0,148,0.16891891891891891,0.10810810810810811,0.22972972972972974,10000,20260716,0.16891891891891891,512.0,0.0,30720.0,37.121483015448305,nan
m4_assembly_with_repair,148,148,0,148,0.14189189189189189,0.08783783783783784,0.19594594594594594,10000,20260717,0.14189189189189189,576.0,64.0,34816.0,38.54388758582511,nan
