method_a,method_b,paired_candidate_key_count,cluster_count,task_macro_delta,task_macro_delta_ci_low,task_macro_delta_ci_high,row_help,row_harm,cluster_help,cluster_harm,cluster_tie,bootstrap_replicates,bootstrap_seed
daedal_dynamic,daedal_fixed8_control,838,143,0.004102436638321807,-0.02062371728892707,0.02734393387457427,54,49,27,26,90,10000,20260831
